Text,Type,Valence,Intensity,Controllability,Utility,Timestamp
Du kommer i morgen.,Not question,-1,1,5,-1,Tue Dec 17 2019 10:30:39 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,-2,0,4,-2,Tue Dec 17 2019 10:30:40 GMT+0100 (CET)
Vi er til at regne med.,Simple positive,2,-3,3,1,Tue Dec 17 2019 10:30:40 GMT+0100 (CET)
Hvor er min præmie?,Questions,-3,0,-2,-2,Tue Dec 17 2019 10:30:40 GMT+0100 (CET)
Der er overhovedet ikke nogen der gider.,Not question,-4,0,-2,-3,Tue Dec 17 2019 10:30:41 GMT+0100 (CET)
Maden var god.,Before but,3,-1,2,3,Tue Dec 17 2019 10:30:41 GMT+0100 (CET)
Du har ikke kun koncentreret dig om udviklingen.,Not question,-1,1,-2,-1,Tue Dec 17 2019 10:30:41 GMT+0100 (CET)
Det er en ære at komme i sådan et selskab.,Simple positive,4,-2,2,3,Tue Dec 17 2019 10:30:41 GMT+0100 (CET)
Det er dig skat.,Not question,1,0,1,-1,Tue Dec 17 2019 10:30:42 GMT+0100 (CET)
Du har nogle gode idéer.,After but,2,-4,1,3,Tue Dec 17 2019 10:30:42 GMT+0100 (CET)
"Før var du sjov, nu er du bare dum at høre på!!",With but,-3,0,3,-4,Tue Dec 17 2019 10:30:42 GMT+0100 (CET)
Man kunne gøre det anderledes.,Not question,-2,-3,2,4,Tue Dec 17 2019 10:30:43 GMT+0100 (CET)
Den stakkels landmand må få en traktor.,Not question,2,-1,3,5,Tue Dec 17 2019 10:30:43 GMT+0100 (CET)
Han havde ikke lyst.,After but,-2,0,2,0,Tue Dec 17 2019 10:30:43 GMT+0100 (CET)
Vi havde det godt.,After but,3,-3,3,3,Tue Dec 17 2019 14:49:48 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,4,2,4,4,Tue Dec 17 2019 14:49:48 GMT+0100 (CET)
Før var du sjov.,Before but,-3,2,-3,-3,Tue Dec 17 2019 14:49:49 GMT+0100 (CET)
Det er fornuftigt.,Simple positive,2,-3,3,3,Tue Dec 17 2019 14:49:49 GMT+0100 (CET)
"Det var det, vi snakkede om.",Complex sentences,0,-1,1,1,Tue Dec 17 2019 14:49:50 GMT+0100 (CET)
Gør du mig ikke lige en tjeneste?,Questions,-1,2,0,1,Tue Dec 17 2019 14:49:50 GMT+0100 (CET)
Det er ikke koldt.,Simple positive,1,-2,1,1,Tue Dec 17 2019 14:49:50 GMT+0100 (CET)
"Det er trist, når de helt små børn siger ord, de ikke selv forstår.",Complex sentences,-3,4,-2,-4,Tue Dec 17 2019 14:49:50 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,-2,2,-1,-2,Tue Dec 17 2019 14:49:51 GMT+0100 (CET)
Er der overhovedet nogen der gider?,Questions,-2,3,-3,-3,Tue Dec 17 2019 14:49:51 GMT+0100 (CET)
Han kunne godt have givet en hånd med.,Before but,-1,2,-3,-2,Tue Dec 17 2019 14:49:51 GMT+0100 (CET)
Motion holder hjernen sund gennem hele livet.,Simple positive,3,-1,1,2,Tue Dec 17 2019 14:49:51 GMT+0100 (CET)
Nu er du bare dum at høre på!!,After but,-4,5,-5,-4,Tue Dec 17 2019 14:49:52 GMT+0100 (CET)
Det må I vurdere.,Simple positive,0,2,-2,-1,Tue Dec 17 2019 14:49:52 GMT+0100 (CET)
Det er en ære at komme i sådan et selskab.,Simple positive,4,2,NA,3,Tue Dec 17 2019 14:49:52 GMT+0100 (CET)
Vi havde det godt.,After but,2,-3,3,3,Tue Dec 17 2019 14:49:52 GMT+0100 (CET)
"Jeg synes, det er helt vidunderligt og glæder mig MEGET over alt det skønne og humørfyldte, der er dukket frem i byen gennem de senere år.",Complex sentences,5,5,5,5,Tue Dec 17 2019 14:49:53 GMT+0100 (CET)
Jeg ville have stået op hele tiden.,Before but,0,1,-1,0,Tue Dec 17 2019 14:49:53 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,2,-2,2,1,Tue Dec 17 2019 14:49:54 GMT+0100 (CET)
"Før var det okay, men nu er det for galt.",With but,-4,4,-4,-3,Tue Dec 17 2019 14:49:54 GMT+0100 (CET)
Han er også lidt sød.,After but,2,-1,3,3,Tue Dec 17 2019 15:20:19 GMT+0100 (CET)
Det er ikke sødt.,Simple negative,-3,2,-2,-2,Tue Dec 17 2019 15:20:19 GMT+0100 (CET)
Det var ikke en succes.,Simple negative,-3,1,-2,-2,Tue Dec 17 2019 15:20:19 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,-3,3,-1,-3,Tue Dec 17 2019 15:20:20 GMT+0100 (CET)
Du vil lave det igen.,Not question,0,1,-1,0,Tue Dec 17 2019 15:20:20 GMT+0100 (CET)
Vi havde det godt.,After but,3,-3,3,3,Tue Dec 17 2019 15:20:21 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,3,-3,3,3,Tue Dec 17 2019 15:20:21 GMT+0100 (CET)
"Du synes også at tiden flyver af sted, når man har det sjovt.",Not question,2,3,3,3,Tue Dec 17 2019 15:20:21 GMT+0100 (CET)
Du kommer i morgen.,Not question,0,1,-1,0,Tue Dec 17 2019 15:20:22 GMT+0100 (CET)
Det er dit mål.,Not question,1,2,1,2,Tue Dec 17 2019 15:20:22 GMT+0100 (CET)
Hvor er min præmie?,Questions,-2,3,-2,-2,Tue Dec 17 2019 15:20:23 GMT+0100 (CET)
Du har brug for hjælp.,Not question,-1,2,-1,-1,Tue Dec 17 2019 15:20:23 GMT+0100 (CET)
"Det tror jeg ikke på, men jeg har ikke en bedre forklaring selv.",With but,-2,-3,1,-1,Tue Dec 17 2019 15:20:23 GMT+0100 (CET)
Før var du sjov.,Before but,-2,2,-3,-2,Tue Dec 17 2019 15:20:24 GMT+0100 (CET)
"Jeg afprøvede en drøm om at blive tatovør, men det skulle ikke være mig lige nu.",Complex sentences,-1,-3,2,2,Tue Dec 17 2019 15:20:24 GMT+0100 (CET)
Er det dig skat?,Questions,1,2,-1,0,Tue Dec 17 2019 15:20:25 GMT+0100 (CET)
Det er ikke sjovt.,Simple negative,-3,2,-3,-3,Tue Dec 17 2019 15:20:25 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,-3,3,-1,-2,Tue Dec 17 2019 15:20:25 GMT+0100 (CET)
Kan du huske den?,Questions,1,2,1,1,Tue Dec 17 2019 15:20:26 GMT+0100 (CET)
Kan du huske den?,Questions,1,2,1,1,Tue Dec 17 2019 15:20:26 GMT+0100 (CET)
Der er ikke tillid til ledelsen.,Simple negative,-4,3,-4,-4,Tue Dec 17 2019 16:27:15 GMT+0100 (CET)
Jeg er målløs.,Simple negative,-2,3,-2,-1,Tue Dec 17 2019 16:27:15 GMT+0100 (CET)
Så er det jo lige meget med alle mine stavefejl.,Complex sentences,2,-1,2,2,Tue Dec 17 2019 16:27:16 GMT+0100 (CET)
Du kan gøre plads til mere leg og kreativitet.,Not question,-1,1,1,1,Tue Dec 17 2019 16:27:16 GMT+0100 (CET)
Betjeningen var elendig.,After but,-4,4,-4,-4,Tue Dec 17 2019 16:27:17 GMT+0100 (CET)
Den stakkels landmand må ikke få en traktor.,Not question,-4,2,-2,-4,Tue Dec 17 2019 16:27:18 GMT+0100 (CET)
Vil du med ind og se ham?,Questions,1,2,1,1,Tue Dec 17 2019 16:27:18 GMT+0100 (CET)
"Han kunne godt have givet en hånd med, men han havde ikke lyst.",With but,-2,-1,-1,-2,Tue Dec 17 2019 16:27:18 GMT+0100 (CET)
Det er vel også en mulighed.,Simple positive,1,-2,-2,-1,Tue Dec 17 2019 16:27:19 GMT+0100 (CET)
"Jeg tror, at vi tog fejl.",Complex sentences,-2,2,-1,-3,Tue Dec 17 2019 16:27:19 GMT+0100 (CET)
Jeg havde det super sjovt.,Before but,4,3,4,4,Tue Dec 17 2019 16:27:20 GMT+0100 (CET)
Jeg ville have stået op hele tiden.,Before but,-1,2,-1,0,Tue Dec 17 2019 16:27:20 GMT+0100 (CET)
"Der er faktisk mange ældre, der heller ikke taler så kønt, og de lægger nok ikke altid mærke til det selv.",Complex sentences,-3,4,-4,-3,Tue Dec 17 2019 16:27:20 GMT+0100 (CET)
Spiller de stadig?,Questions,1,2,1,1,Tue Dec 17 2019 16:27:21 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,3,3,3,2,Tue Dec 17 2019 16:27:21 GMT+0100 (CET)
Verdens kaffeproduktion er truet.,Simple negative,-3,4,-2,-4,Tue Dec 17 2019 16:27:21 GMT+0100 (CET)
Du har nogle gode idéer.,After but,2,-2,3,3,Tue Dec 17 2019 16:27:22 GMT+0100 (CET)
Du vil begynde at lave det igen.,Not question,-1,2,-1,0,Tue Dec 17 2019 16:27:22 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,-2,-2,-1,-2,Tue Dec 17 2019 16:27:23 GMT+0100 (CET)
Det er flot og velfortjent,Simple positive,4,3,4,5,Tue Dec 17 2019 16:27:23 GMT+0100 (CET)
Er du også i gang?,Questions,1,2,1,1,Wed Dec 18 2019 13:06:29 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,-1,-2,-1,-1,Wed Dec 18 2019 13:06:29 GMT+0100 (CET)
Jeg har ikke en bedre forklaring selv.,After but,-1,-2,-1,-1,Wed Dec 18 2019 13:06:30 GMT+0100 (CET)
Vil du ikke begynde at lave det igen?,Questions,1,-1,1,1,Wed Dec 18 2019 13:06:30 GMT+0100 (CET)
Ordene skulle ikke føles lette i munden.,Simple negative,-2,2,-1,-3,Wed Dec 18 2019 13:06:31 GMT+0100 (CET)
Er det ikke mere praktisk at flyve?,Questions,-1,1,-1,-1,Wed Dec 18 2019 13:06:31 GMT+0100 (CET)
Det koster det.,Not question,-1,2,1,-1,Wed Dec 18 2019 13:06:31 GMT+0100 (CET)
Dét kan jeg ikke grine af.,Simple negative,-3,3,-3,-2,Wed Dec 18 2019 13:06:32 GMT+0100 (CET)
Du har viljestyrke og charme tilovers.,Not question,3,2,3,3,Wed Dec 18 2019 13:06:32 GMT+0100 (CET)
Så er det jo lige meget med alle mine stavefejl.,Complex sentences,2,3,3,3,Wed Dec 18 2019 13:06:32 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,2,-2,2,2,Wed Dec 18 2019 13:06:32 GMT+0100 (CET)
Gør du mig ikke lige en tjeneste?,Questions,1,2,1,1,Wed Dec 18 2019 13:06:33 GMT+0100 (CET)
Vi havde det godt.,After but,3,-2,2,2,Wed Dec 18 2019 13:06:33 GMT+0100 (CET)
Han holder op.,Not question,-2,3,-1,-2,Wed Dec 18 2019 13:06:33 GMT+0100 (CET)
Han holder op.,Not question,-2,3,-1,-2,Wed Dec 18 2019 13:06:34 GMT+0100 (CET)
"Jeg synes, det er helt vidunderligt og glæder mig MEGET over alt det skønne og humørfyldte, der er dukket frem i byen gennem de senere år.",Complex sentences,4,5,5,4,Wed Dec 18 2019 13:06:34 GMT+0100 (CET)
"Han kunne godt have givet en hånd med, men han havde ikke lyst.",With but,-2,2,-2,-1,Wed Dec 18 2019 13:06:34 GMT+0100 (CET)
"Jeg er glad for, at de ikke kom i dag.",Simple negative,-1,2,2,-1,Wed Dec 18 2019 13:06:34 GMT+0100 (CET)
"Det er trist, når de helt små børn siger ord, de ikke selv forstår.",Complex sentences,-3,-2,-2,-3,Wed Dec 18 2019 13:06:35 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,2,2,1,-1,Wed Dec 18 2019 13:06:35 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,-3,3,-2,-3,Wed Dec 18 2019 22:00:59 GMT+0100 (CET)
Den stakkels landmand må ikke få en traktor.,Not question,-3,2,-2,-3,Wed Dec 18 2019 22:00:59 GMT+0100 (CET)
Det kunne være sjovt.,Simple positive,3,2,2,2,Wed Dec 18 2019 22:00:59 GMT+0100 (CET)
Det er dit mål.,Not question,1,1,1,0,Wed Dec 18 2019 22:01:00 GMT+0100 (CET)
Ordene skulle ikke føles lette i munden.,Simple negative,-3,2,-3,-2,Wed Dec 18 2019 22:01:00 GMT+0100 (CET)
Du har nogle gode idéer.,After but,3,-2,3,3,Wed Dec 18 2019 22:01:01 GMT+0100 (CET)
Man kunne ikke gøre det anderledes.,Not question,-2,-2,-1,-2,Wed Dec 18 2019 22:01:01 GMT+0100 (CET)
Der er overhovedet ikke nogen der gider.,Not question,-4,3,-4,-3,Wed Dec 18 2019 22:01:01 GMT+0100 (CET)
"Før var det okay, men nu er det for galt.",With but,-4,5,-4,-3,Wed Dec 18 2019 22:01:02 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,-3,2,-1,-2,Wed Dec 18 2019 22:01:02 GMT+0100 (CET)
Du vil lave det igen.,Not question,1,1,1,1,Wed Dec 18 2019 22:01:02 GMT+0100 (CET)
Du kan tro nej!,Simple negative,-2,5,-4,-2,Wed Dec 18 2019 22:01:02 GMT+0100 (CET)
"Jeg synes personligt det er brænd ærgerligt, hvis vi ikke får en afstemning.",Complex sentences,-4,4,-3,-3,Wed Dec 18 2019 22:01:03 GMT+0100 (CET)
Han holder op.,Not question,-2,1,-1,-1,Wed Dec 18 2019 22:01:03 GMT+0100 (CET)
Så jeg så det som en god mulighed.,Simple positive,1,-2,1,0,Wed Dec 18 2019 22:01:03 GMT+0100 (CET)
Du burde gøre mere end at blande dig.,Complex sentences,-2,3,-3,-2,Wed Dec 18 2019 22:01:04 GMT+0100 (CET)
Du snupper en øl med mig.,Not question,1,2,1,1,Wed Dec 18 2019 22:01:04 GMT+0100 (CET)
Det skal vi se.,Simple positive,1,2,1,1,Wed Dec 18 2019 22:01:04 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,3,3,3,3,Wed Dec 18 2019 22:01:04 GMT+0100 (CET)
Det er det bedste jeg har hørt om.,Simple positive,4,-3,3,3,Wed Dec 18 2019 22:01:05 GMT+0100 (CET)
Det er skønt.,Simple positive,3,2,3,3,Thu Dec 19 2019 17:14:44 GMT+0100 (CET)
Jeg ville have stået op hele tiden.,Before but,-1,1,1,0,Thu Dec 19 2019 17:14:44 GMT+0100 (CET)
Det er da klart når personalet har fingrene i kagedåsen.,Simple negative,-3,4,-3,-2,Thu Dec 19 2019 17:14:45 GMT+0100 (CET)
Du kan gøre plads til mere leg og kreativitet.,Not question,-2,1,-1,-1,Thu Dec 19 2019 17:14:46 GMT+0100 (CET)
Hvor blev du af?,Questions,-2,-1,-1,-1,Thu Dec 19 2019 17:14:46 GMT+0100 (CET)
I dag er de ikke venner.,Simple negative,-3,1,0,-2,Thu Dec 19 2019 17:14:47 GMT+0100 (CET)
Skulle det nu også være kunst?,Questions,-3,3,-3,-2,Thu Dec 19 2019 17:14:47 GMT+0100 (CET)
Vi havde det godt.,After but,2,-2,2,2,Thu Dec 19 2019 17:14:48 GMT+0100 (CET)
"Før var det okay, men nu er det for galt.",With but,-4,4,-4,-3,Thu Dec 19 2019 17:14:48 GMT+0100 (CET)
Jeg er færdig.,Simple positive,2,-2,3,3,Thu Dec 19 2019 17:14:48 GMT+0100 (CET)
"Jeg tror, jeg fortsætter.",Simple positive,1,-2,2,1,Thu Dec 19 2019 17:14:49 GMT+0100 (CET)
"Han kan hoppe højt, men han kan ikke løbe særlig hurtigt.",With but,1,2,-1,-1,Thu Dec 19 2019 17:14:49 GMT+0100 (CET)
Er det dig skat?,Questions,0,-1,0,0,Thu Dec 19 2019 17:14:49 GMT+0100 (CET)
"Han kunne godt have givet en hånd med, men han havde ikke lyst.",With but,-2,-2,-2,-1,Thu Dec 19 2019 17:14:50 GMT+0100 (CET)
Du har nogle gode idéer.,After but,3,-3,3,3,Thu Dec 19 2019 17:14:50 GMT+0100 (CET)
Du burde gøre mere end bare at blande dig.,Complex sentences,-3,4,-3,-3,Thu Dec 19 2019 17:14:51 GMT+0100 (CET)
Du er måske udmattet af hverdagen?,Questions,-1,2,-1,0,Thu Dec 19 2019 17:14:51 GMT+0100 (CET)
Du har viljestyrke og charme tilovers.,Not question,2,-2,3,3,Thu Dec 19 2019 17:14:52 GMT+0100 (CET)
"Når alle udgifter og indtægter er gjort op, viser budgetopfølgningen, at året forventes at slutte med god balance i regnskabet.",Complex sentences,3,-3,3,3,Thu Dec 19 2019 17:14:52 GMT+0100 (CET)
Kommer du i morgen?,Questions,1,1,1,1,Thu Dec 19 2019 17:14:52 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det, men hun klarede det nu meget godt.",With but,3,-2,3,2,Thu Dec 19 2019 17:30:12 GMT+0100 (CET)
Han havde ikke lyst.,After but,-2,-3,0,-2,Thu Dec 19 2019 17:30:12 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,3,4,3,3,Thu Dec 19 2019 17:30:13 GMT+0100 (CET)
"Han er lidt dum, men han er også lidt sød.",With but,2,-1,2,1,Thu Dec 19 2019 17:30:13 GMT+0100 (CET)
Vi gør det bedst.,Not question,3,3,3,3,Thu Dec 19 2019 17:30:14 GMT+0100 (CET)
Du burde gøre mere end bare at blande dig.,Complex sentences,-3,4,-3,-2,Thu Dec 19 2019 17:30:15 GMT+0100 (CET)
Kunne man ikke gøre det anderledes?,Questions,-2,2,-2,-2,Thu Dec 19 2019 17:30:15 GMT+0100 (CET)
"Hun havde en god og tryg opvækst i barndommen, men som 12-13 årig havnede hun i det forkerte selskab.",Complex sentences,-3,3,-1,-3,Thu Dec 19 2019 17:30:16 GMT+0100 (CET)
"Jeg synes personligt det er brænd ærgerligt, hvis vi ikke får en afstemning.",Complex sentences,-4,4,-2,-3,Thu Dec 19 2019 17:30:16 GMT+0100 (CET)
Han er også lidt sød.,After but,2,-2,2,2,Thu Dec 19 2019 17:30:17 GMT+0100 (CET)
Den globale økonomi ryster ikke.,Simple positive,3,-3,3,2,Thu Dec 19 2019 17:30:17 GMT+0100 (CET)
Jeg er blank.,Before but,-1,-2,-1,-1,Thu Dec 19 2019 17:30:17 GMT+0100 (CET)
Det var sådan du havde det.,Not question,0,-1,1,1,Thu Dec 19 2019 17:30:18 GMT+0100 (CET)
"Det er vokset hvert år, så jeg er da spændt på, hvor mange der kommer i år",Complex sentences,3,4,3,3,Thu Dec 19 2019 17:30:18 GMT+0100 (CET)
Hvad mener du?,Questions,-1,1,1,-1,Thu Dec 19 2019 17:30:19 GMT+0100 (CET)
Man kunne gøre det anderledes.,Not question,-2,-2,-2,-2,Thu Dec 19 2019 17:30:19 GMT+0100 (CET)
"Synes du ikke også at tiden flyver af sted, når man har det sjovt?",Questions,3,2,3,3,Thu Dec 19 2019 17:30:20 GMT+0100 (CET)
"Jeg er blank, men du har nogle gode idéer.",With but,2,-2,3,3,Thu Dec 19 2019 17:30:20 GMT+0100 (CET)
Det er det værste jeg har hørt om.,Simple negative,-4,3,-3,-4,Thu Dec 19 2019 17:30:21 GMT+0100 (CET)
"Jeg synes, det er helt vidunderligt og glæder mig MEGET over alt det skønne og humørfyldte, der er dukket frem i byen gennem de senere år.",Complex sentences,4,4,4,4,Thu Dec 19 2019 17:30:21 GMT+0100 (CET)
Folk er ikke glade.,Simple negative,-2,0,0,-2,Fri Dec 20 2019 11:31:15 GMT+0100 (CET)
Er der overhovedet nogen der gider?,Questions,-4,-3,-5,-2,Fri Dec 20 2019 11:31:15 GMT+0100 (CET)
"Jeg tror ikke, hun har forstået det.",Before but,-3,-2,-2,0,Fri Dec 20 2019 11:31:15 GMT+0100 (CET)
Jeg har købt billetter.,Simple positive,3,0,2,3,Fri Dec 20 2019 11:31:16 GMT+0100 (CET)
Hun var meget unik.,Simple positive,-3,1,-2,-2,Fri Dec 20 2019 11:31:17 GMT+0100 (CET)
"Maden var god, men betjeningen var elendig.",With but,-2,-4,-1,-3,Fri Dec 20 2019 11:31:17 GMT+0100 (CET)
"Han er lidt dum, men han er også lidt sød.",With but,2,-1,3,4,Fri Dec 20 2019 11:31:18 GMT+0100 (CET)
Kommer du i morgen?,Questions,3,0,2,3,Fri Dec 20 2019 11:31:18 GMT+0100 (CET)
Har du ikke brug for hjælp?,Questions,-2,-3,-3,-1,Fri Dec 20 2019 11:31:18 GMT+0100 (CET)
"Hun er ikke i tvivl om, at det er opbakningen, som har fået hende på rette spor.",Complex sentences,3,1,2,3,Fri Dec 20 2019 11:31:18 GMT+0100 (CET)
Hvad skal dette ikke til for?,Questions,-3,-4,-4,-5,Fri Dec 20 2019 11:31:19 GMT+0100 (CET)
Du har nogle gode idéer.,After but,3,2,2,3,Fri Dec 20 2019 11:31:19 GMT+0100 (CET)
Jeg kan ikke se pointen med det.,Simple negative,-2,-1,0,-2,Fri Dec 20 2019 11:31:20 GMT+0100 (CET)
"Det er trist, når de helt små børn siger ord, de ikke selv forstår.",Complex sentences,-2,0,-1,-2,Fri Dec 20 2019 11:31:20 GMT+0100 (CET)
Så blev jeg syg.,After but,-2,-3,-4,-2,Fri Dec 20 2019 11:31:20 GMT+0100 (CET)
Du har nogle gode idéer.,After but,3,2,2,3,Fri Dec 20 2019 11:31:20 GMT+0100 (CET)
Flere biler er kørt sammen.,Simple negative,-3,-4,-2,-3,Fri Dec 20 2019 11:31:21 GMT+0100 (CET)
Vi har ikke weekend.,Simple negative,-3,-4,-3,-2,Fri Dec 20 2019 11:31:21 GMT+0100 (CET)
"Han er lidt dum, men han er også lidt sød.",With but,2,-1,2,4,Fri Dec 20 2019 11:31:21 GMT+0100 (CET)
Folk er bare fulde af kærlighed.,Simple positive,2,-1,2,3,Fri Dec 20 2019 11:31:22 GMT+0100 (CET)
Under uddannelse,NA,0,0,3,0,Fri Dec 20 2019 11:37:31 GMT+0100 (CET)
Under uddannelse,NA,-3,-4,-3,-3,Fri Dec 20 2019 11:40:04 GMT+0100 (CET)
Du har en mening om alt.,Simple negative,-4,2,4,-5,Fri Dec 20 2019 12:07:09 GMT+0100 (CET)
Så jeg så det ikke som en god mulighed.,Simple negative,0,0,4,3,Fri Dec 20 2019 12:07:10 GMT+0100 (CET)
Det kan jeg lide.,Simple positive,4,3,3,4,Fri Dec 20 2019 12:07:10 GMT+0100 (CET)
Det forstår jeg.,Simple positive,2,1,2,5,Fri Dec 20 2019 12:07:10 GMT+0100 (CET)
Det er dit mål.,Not question,1,1,4,3,Fri Dec 20 2019 12:07:11 GMT+0100 (CET)
Jeg havde forventet mere.,Simple negative,-3,2,4,-4,Fri Dec 20 2019 12:07:11 GMT+0100 (CET)
Det er det bedste jeg har hørt om.,Simple positive,3,0,0,0,Fri Dec 20 2019 12:07:12 GMT+0100 (CET)
Det er koldt.,Simple negative,-1,0,0,0,Fri Dec 20 2019 12:07:12 GMT+0100 (CET)
Så blev jeg syg.,After but,-5,1,-5,-5,Fri Dec 20 2019 12:07:12 GMT+0100 (CET)
"Han kan hoppe højt, men han kan ikke løbe særlig hurtigt.",With but,0,0,2,1,Fri Dec 20 2019 12:07:12 GMT+0100 (CET)
Betjeningen var elendig.,After but,-5,-4,-4,-2,Fri Dec 20 2019 12:07:13 GMT+0100 (CET)
Før var du sjov.,Before but,-4,-3,2,-3,Fri Dec 20 2019 12:07:13 GMT+0100 (CET)
Du har nogle gode idéer.,After but,4,-3,NA,NA,Fri Dec 20 2019 12:07:13 GMT+0100 (CET)
"Maden var god, men betjeningen var elendig.",With but,-2,3,-2,-2,Fri Dec 20 2019 12:07:13 GMT+0100 (CET)
"Han kan hoppe højt, men han kan ikke løbe særlig hurtigt.",With but,0,1,1,-1,Fri Dec 20 2019 12:07:13 GMT+0100 (CET)
Nu er du bare dum at høre på!!,After but,-5,5,-4,-5,Fri Dec 20 2019 12:07:14 GMT+0100 (CET)
Det er da fornuftigt.,Simple positive,2,3,5,2,Fri Dec 20 2019 12:07:14 GMT+0100 (CET)
Han kan ikke løbe særlig hurtigt.,After but,-1,0,0,0,Fri Dec 20 2019 12:07:14 GMT+0100 (CET)
Jeg endte tit med at sidde inde på kontoret og tude.,Simple negative,-5,4,-4,-4,Fri Dec 20 2019 12:07:14 GMT+0100 (CET)
"Det er bare gået så skidt, og ingen er tilfredse eller begejstrede.",Simple negative,-5,4,-4,-5,Fri Dec 20 2019 12:07:15 GMT+0100 (CET)
"Jeg havde det super sjovt, men så blev jeg syg.",With but,-2,2,-3,0,Fri Dec 20 2019 12:44:42 GMT+0100 (CET)
Der er overhovedet ikke nogen der gider.,Not question,-3,1,4,-3,Fri Dec 20 2019 12:44:42 GMT+0100 (CET)
Man kunne have udfordret denne holdning.,Complex sentences,0,-1,3,2,Fri Dec 20 2019 12:44:42 GMT+0100 (CET)
"Han er lidt dum, men han er også lidt sød.",With but,3,-2,2,3,Fri Dec 20 2019 12:44:43 GMT+0100 (CET)
Det er ikke rigtigt.,Simple negative,0,0,3,0,Fri Dec 20 2019 12:44:43 GMT+0100 (CET)
Du gætter det aldrig.,Simple positive,1,2,4,0,Fri Dec 20 2019 12:44:43 GMT+0100 (CET)
Vi er ikke nødt til at have sandheden.,Simple negative,-3,4,4,-1,Fri Dec 20 2019 12:44:43 GMT+0100 (CET)
Nu er du bare dum at høre på!!,After but,-5,5,-5,-5,Fri Dec 20 2019 12:44:44 GMT+0100 (CET)
Det er ikke spændende!,Simple negative,-5,5,-4,-5,Fri Dec 20 2019 12:44:44 GMT+0100 (CET)
"Før var det okay, men nu er det for galt.",With but,-2,2,2,-3,Fri Dec 20 2019 12:44:45 GMT+0100 (CET)
Du kommer i morgen.,Not question,-1,2,4,0,Fri Dec 20 2019 12:44:45 GMT+0100 (CET)
"Hvis du ikke kan forstå mine beskeder, kan du så forstå denne?",Questions,-3,3,4,-3,Fri Dec 20 2019 12:44:45 GMT+0100 (CET)
Hvad tror du selv?,Questions,-4,4,-4,-4,Fri Dec 20 2019 12:44:45 GMT+0100 (CET)
Det er altid godt,Simple positive,3,-5,4,4,Fri Dec 20 2019 12:44:46 GMT+0100 (CET)
"Der var beskidt, men vi havde det godt.",With but,3,-4,5,5,Fri Dec 20 2019 12:44:46 GMT+0100 (CET)
Folk er ikke fulde af kærlighed.,Simple negative,-3,3,5,-4,Fri Dec 20 2019 12:44:47 GMT+0100 (CET)
Betjeningen var elendig.,After but,-5,5,-4,-5,Fri Dec 20 2019 12:44:47 GMT+0100 (CET)
Hvem er stadig tilbage?,Questions,0,1,3,1,Fri Dec 20 2019 12:44:47 GMT+0100 (CET)
"Jeg synes personligt det er brænd ærgerligt, hvis vi ikke får en afstemning.",Complex sentences,2,-3,5,5,Fri Dec 20 2019 12:44:47 GMT+0100 (CET)
Hvad skal vi høre nu?,Questions,3,-3,4,4,Fri Dec 20 2019 12:44:48 GMT+0100 (CET)
"Hvis du ikke kan forstå mine beskeder, kan du så forstå denne?",Questions,-3,3,-2,-3,Fri Dec 20 2019 12:56:57 GMT+0100 (CET)
Du har det godt.,Not question,4,-4,4,5,Fri Dec 20 2019 12:56:57 GMT+0100 (CET)
Jeg har forsøgt at få den idé ud i verden,Complex sentences,3,-3,3,2,Fri Dec 20 2019 12:56:57 GMT+0100 (CET)
Du snupper en øl med mig.,Not question,-4,3,-2,-2,Fri Dec 20 2019 12:56:57 GMT+0100 (CET)
Vi er ikke til at regne med.,Simple negative,-5,4,-5,-5,Fri Dec 20 2019 12:56:58 GMT+0100 (CET)
Jeg tog ikke fejl.,Simple positive,2,-2,3,2,Fri Dec 20 2019 12:56:58 GMT+0100 (CET)
